"feature_id"	"type"	"function."	"evidence_codes"
"fig|1578.144.peg.239"	"peg"	"Transcriptional repressor of the fructose operon, DeoR family"	"idu(3);Fructose_utilization"
"fig|1578.144.peg.240"	"peg"	"Probable L-ascorbate-6-phosphate lactonase UlaG (EC 3.1.1.-) (L-ascorbate utilization protein G)"	"icw(4);L-ascorbate_utilization_(and_related_gene_clusters)"
"fig|1578.144.peg.241"	"peg"	"Ascorbate-specific PTS system, EIIA component (EC 2.7.1.-)"	"icw(3);L-ascorbate_utilization_(and_related_gene_clusters)"
"fig|1578.144.peg.242"	"peg"	"Ascorbate-specific PTS system, EIIC component"	"icw(6);L-ascorbate_utilization_(and_related_gene_clusters)"
"fig|1578.144.peg.243"	"peg"	"Ascorbate-specific PTS system, EIIB component (EC 2.7.1.69)"	"icw(5);L-ascorbate_utilization_(and_related_gene_clusters)"
"fig|1578.144.peg.244"	"peg"	"3-keto-L-gulonate 6-phosphate decarboxylase"	"icw(1);L-ascorbate_utilization_(and_related_gene_clusters)"
"fig|1578.144.peg.245"	"peg"	"L-xylulose 5-phosphate 3-epimerase (EC 5.1.3.-)"	"icw(2);L-ascorbate_utilization_(and_related_gene_clusters)"
"fig|1578.144.peg.246"	"peg"	"L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)"	"idu(1);L-ascorbate_utilization_(and_related_gene_clusters) idu(1);L-Arabinose_utilization"
"fig|1578.144.peg.247"	"peg"	"FIG00744604: hypothetical protein"	"ff"
"fig|1578.144.peg.248"	"peg"	"UPF0246 protein YaaA"	"ff"
"fig|1578.144.peg.249"	"peg"	"Phosphoglycerate mutase family"	"idu(1);Phosphoglycerate_mutase_protein_family"
"fig|1578.144.peg.250"	"peg"	"Transcriptional regulator, TetR family"	""
"fig|1578.144.peg.251"	"peg"	"ABC transporter permease component"	"ff"
"fig|1578.144.peg.252"	"peg"	"ABC transporter ATP-binding protein"	"ff"
"fig|1578.144.peg.253"	"peg"	"FIG00742308: hypothetical protein"	"ff"
"fig|1578.144.peg.254"	"peg"	"Transcriptional regulator, TetR family"	""
"fig|1578.144.peg.255"	"peg"	"Fumarate reductase, flavoprotein subunit precursor (EC 1.3.99.1)"	"ff"
"fig|1578.144.peg.256"	"peg"	"Fumarate reductase, flavoprotein subunit precursor (EC 1.3.99.1)"	"ff"
"fig|1578.144.peg.257"	"peg"	"Protein tyrosine/serine phosphatase"	"ff"
"fig|1578.144.peg.258"	"peg"	"Hypothetical similar to thiamin biosynthesis lipoprotein ApbE"	"isu;Sex_pheromones_in_Enterococcus_faecalis_and_other_Firmicutes"
"fig|1578.144.peg.259"	"peg"	"FIG00743588: hypothetical protein"	"ff"
"fig|1578.144.peg.260"	"peg"	"rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB"	"isu;RNA_modification_and_chromosome_partitioning_cluster isu;RNA_methylation icw(2);Cell_Division_Subsystem_including_YidCD"
"fig|1578.144.peg.261"	"peg"	"Chromosome (plasmid) partitioning protein ParB"	"icw(2);RNA_modification_and_chromosome_partitioning_cluster icw(1);Cell_Division_Subsystem_including_YidCD icw(1);Bacterial_Cytoskeleton icw(1);Plasmid_replication"
"fig|1578.144.peg.262"	"peg"	"Chromosome (plasmid) partitioning protein ParA"	"icw(3);RNA_modification_and_chromosome_partitioning_cluster isu;Bacterial_Cell_Division isu;Ribosome_post-transcriptional_modification_and_chromosomal_segregation_cluster icw(3);Cell_Division_Subsystem_including_YidCD icw(2);Bacterial_Cytoskeleton icw(2);Plasmid_replication"
"fig|1578.144.peg.263"	"peg"	"Chromosome (plasmid) partitioning protein ParB"	"icw(2);RNA_modification_and_chromosome_partitioning_cluster icw(1);Cell_Division_Subsystem_including_YidCD icw(1);Bacterial_Cytoskeleton icw(1);Plasmid_replication"
"fig|1578.144.peg.264"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.265"	"peg"	"GTP-binding and nucleic acid-binding protein YchF"	"isu;Universal_GTPases"
"fig|1578.144.peg.266"	"peg"	"Integral membrane protein"	""
"fig|1578.144.peg.267"	"peg"	"ABC transporter ATPase and permease components"	"ff"
"fig|1578.144.peg.268"	"peg"	"ABC-type multidrug transport system, ATPase and permease components"	"ff"
"fig|1578.144.peg.269"	"peg"	"L-proline glycine betaine binding ABC transporter protein ProX (TC 3.A.1.12.1) / Osmotic adaptation"	"icw(1);Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis"
"fig|1578.144.peg.270"	"peg"	"L-proline glycine betaine ABC transport system permease protein ProV (TC 3.A.1.12.1)"	"idu(1);Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis"
"fig|1578.144.peg.271"	"peg"	"DNA-binding response regulator, OmpR family"	"ff"
"fig|1578.144.peg.272"	"peg"	"Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)"	"isu;Potassium_homeostasis"
"fig|1578.144.peg.273"	"peg"	"UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase (EC 6.3.2.7)"	"isu;Peptidoglycan_biosynthesis--gjo"
"fig|1578.144.peg.274"	"peg"	"Aspartate racemase (EC 5.1.1.13)"	"isu;Glutamine,_Glutamate,_Aspartate_and_Asparagine_Biosynthesis"
"fig|1578.144.peg.275"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.276"	"peg"	"Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)"	"icw(1);Riboflavin_synthesis_cluster icw(3);Riboflavin_synthesis_cluster icw(1);Riboflavin,_FMN_and_FAD_metabolism_in_plants icw(3);Riboflavin,_FMN_and_FAD_metabolism_in_plants icw(1);Riboflavin,_FMN_and_FAD_metabolism icw(3);Riboflavin,_FMN_and_FAD_metabolism"
"fig|1578.144.peg.277"	"peg"	"Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)"	"icw(3);Riboflavin_synthesis_cluster icw(3);Riboflavin,_FMN_and_FAD_metabolism_in_plants icw(3);Riboflavin,_FMN_and_FAD_metabolism isu;riboflavin_to_FAD"
"fig|1578.144.peg.278"	"peg"	"3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)"	"icw(2);Riboflavin_synthesis_cluster icw(3);Riboflavin_synthesis_cluster icw(2);Riboflavin,_FMN_and_FAD_metabolism_in_plants icw(3);Riboflavin,_FMN_and_FAD_metabolism_in_plants icw(2);Riboflavin,_FMN_and_FAD_metabolism icw(3);Riboflavin,_FMN_and_FAD_metabolism icw(1);riboflavin_to_FAD"
"fig|1578.144.peg.279"	"peg"	"6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)"	"isu;Riboflavin_synthesis_cluster isu;Riboflavin,_FMN_and_FAD_metabolism_in_plants isu;Riboflavin,_FMN_and_FAD_metabolism"
"fig|1578.144.peg.280"	"peg"	"Chitinase (EC 3.2.1.14)"	"idu(16);Chitin_and_N-acetylglucosamine_utilization"
"fig|1578.144.peg.281"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.282"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.283"	"peg"	"Ribulose-phosphate 3-epimerase (EC 5.1.3.1)"	"idu(2);Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase icw(1);Riboflavin_synthesis_cluster idu(2);Calvin-Benson_cycle idu(2);A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins idu(2);Pentose_phosphate_pathway"
"fig|1578.144.peg.284"	"peg"	"PTS system, galactitol-specific IIA component (EC 2.7.1.69)"	"icw(2);D-Tagatose_and_Galactitol_Utilization"
"fig|1578.144.peg.285"	"peg"	"PTS system, galactitol-specific IIC component (EC 2.7.1.69)"	"idu(3);D-Tagatose_and_Galactitol_Utilization"
"fig|1578.144.peg.286"	"peg"	"PTS system, galactitol-specific IIB component (EC 2.7.1.69)"	"icw(1);D-Tagatose_and_Galactitol_Utilization"
"fig|1578.144.peg.287"	"peg"	"UPF0047 protein Bsu YugU"	""
"fig|1578.144.peg.288"	"peg"	"Polysialic acid capsule expression protein KpsF"	"ff"
"fig|1578.144.peg.289"	"peg"	"6-phospho-3-hexuloisomerase"	"idu(1);Formaldehyde_assimilation:_Ribulose_monophosphate_pathway"
"fig|1578.144.peg.290"	"peg"	"PRD/PTS system IIA 2 domain protein"	""
"fig|1578.144.peg.291"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.292"	"peg"	"D-lactate dehydrogenase (EC 1.1.1.28)"	"idu(2);Fermentations:_Lactate idu(2);Fermentations:_Mixed_acid"
"fig|1578.144.peg.293"	"peg"	"Transcriptional regulator of D-allose utilization, LacI family"	"ff"
"fig|1578.144.peg.294"	"peg"	"Ribulose-phosphate 3-epimerase (EC 5.1.3.1)"	"idu(2);Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase idu(2);Riboflavin_synthesis_cluster icw(1);Calvin-Benson_cycle idu(2);A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins icw(1);Pentose_phosphate_pathway"
"fig|1578.144.peg.295"	"peg"	"Ribose 5-phosphate isomerase B (EC 5.3.1.6)"	"isu;D-ribose_utilization isu;Calvin-Benson_cycle isu;Pentose_phosphate_pathway"
"fig|1578.144.peg.296"	"peg"	"PTS system, beta-glucoside-specific IIB component (EC 2.7.1.69) / PTS system, beta-glucoside-specific IIC component (EC 2.7.1.69) / PTS system, beta-glucoside-specific IIA component (EC 2.7.1.69)"	"idu(2);Beta-Glucoside_Metabolism idu(2);Beta-Glucoside_Metabolism idu(5);Beta-Glucoside_Metabolism"
"fig|1578.144.peg.297"	"peg"	"Lipase (lipP-1)"	""
"fig|1578.144.peg.298"	"peg"	"Maltose regulon regulatory protein MalI (repressor for malXY)"	""
"fig|1578.144.peg.299"	"peg"	"FIG00753149: hypothetical protein"	"ff"
"fig|1578.144.peg.300"	"peg"	"2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)"	"isu;Entner-Doudoroff_Pathway isu;D-Galacturonate_and_D-Glucuronate_Utilization isu;D-gluconate_and_ketogluconates_metabolism"
"fig|1578.144.peg.301"	"peg"	"D-arabino-3-hexulose 6-phosphate formaldehyde-lyase (EC 4.1.2.43)"	"ff"
"fig|1578.144.peg.302"	"peg"	"6-phospho-3-hexuloisomerase"	"idu(1);Formaldehyde_assimilation:_Ribulose_monophosphate_pathway"
"fig|1578.144.peg.303"	"peg"	"4-Hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)"	"icw(1);Entner-Doudoroff_Pathway icw(1);D-Galacturonate_and_D-Glucuronate_Utilization"
"fig|1578.144.peg.304"	"peg"	"Epimerase KguE"	"isu;2-Ketogluconate_Utilization"
"fig|1578.144.peg.305"	"peg"	"Putative transcriptional antiterminator, BglG family / PTS system, mannitol/fructose-specific IIA component (EC 2.7.1.69)"	""
"fig|1578.144.peg.306"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.307"	"peg"	"FIG00628496: hypothetical protein"	"ff"
"fig|1578.144.peg.308"	"peg"	"putative cytoplasmic protein"	""
"fig|1578.144.peg.309"	"peg"	"Putative inner membrane protein"	"ff"
"fig|1578.144.peg.310"	"peg"	"Putative inner membrane protein"	"ff"
"fig|1578.144.peg.311"	"peg"	"Metallo-dependent hydrolases, subgroup B"	"ff"
"fig|1578.144.peg.312"	"peg"	"D-Glucosaminate-6-phosphate ammonia-lyase (EC 4.3.1.-)"	"ff"
"fig|1578.144.peg.313"	"peg"	"2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14) in D-glucosaminate utilization operon"	"ff"
"fig|1578.144.peg.314"	"peg"	"Outer surface protein of unknown function, cellobiose operon"	"idu(2);Beta-Glucoside_Metabolism"
"fig|1578.144.peg.315"	"peg"	"PTS system, cellobiose-specific IIC component (EC 2.7.1.69)"	"icw(1);Beta-Glucoside_Metabolism"
"fig|1578.144.peg.316"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.317"	"peg"	"multidrug resistance protein"	""
"fig|1578.144.peg.318"	"peg"	"Transcriptional regulator, TetR family"	""
"fig|1578.144.peg.319"	"peg"	"Methionine ABC transporter ATP-binding protein"	"idu(3);Methionine_Degradation idu(3);Methionine_Biosynthesis"
"fig|1578.144.peg.320"	"peg"	"ABC transporter permease protein"	"ff"
"fig|1578.144.peg.321"	"peg"	"ABC transporter substrate-binding protein"	"ff"
"fig|1578.144.peg.322"	"peg"	"ABC transporter substrate-binding protein"	"ff"
"fig|1578.144.peg.323"	"peg"	"PTS system, mannose-specific IID component"	"ff"
"fig|1578.144.peg.324"	"peg"	"PTS system, IIA component, putative"	"ff"
"fig|1578.144.peg.325"	"peg"	"PTS system, mannose-specific IIB component (EC 2.7.1.69)"	"idu(9);Mannose_Metabolism idu(9);Sialic_Acid_Metabolism"
"fig|1578.144.peg.326"	"peg"	"PTS system, mannose-specific IIC component"	"ff"
"fig|1578.144.peg.327"	"peg"	"PTS system, mannose-specific IID component"	"ff"
"fig|1578.144.peg.328"	"peg"	"FIG00630528: hypothetical protein"	"ff"
"fig|1578.144.peg.329"	"peg"	"FIG00629693: hypothetical protein"	"ff"
"fig|1578.144.peg.330"	"peg"	"RNA polymerase sigma-54 factor RpoN"	"isu;Flagellar_motility isu;Flagellum isu;Transcription_initiation,_bacterial_sigma_factors"
"fig|1578.144.peg.331"	"peg"	"Oxidoreductase, aldo/keto reductase family"	"ff"
"fig|1578.144.peg.332"	"peg"	"L-lactate dehydrogenase (EC 1.1.1.27)"	"idu(2);Fermentations:_Lactate idu(2);Fermentations:_Mixed_acid"
"fig|1578.144.peg.333"	"peg"	"CRISPR-associated protein, Csn1 family"	"isu;CRISPRs"
"fig|1578.144.peg.334"	"peg"	"CRISPR-associated protein Cas1"	"icw(2);CRISPRs"
"fig|1578.144.peg.335"	"peg"	"CRISPR-associated protein Cas2"	"icw(1);CRISPRs"
"fig|1578.144.peg.336"	"peg"	"CRISPR-associated protein, SAG0897 family"	"ff"
"fig|1578.144.peg.337"	"peg"	"MFS general substrate transporter"	"ff"
"fig|1578.144.peg.338"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.339"	"peg"	"Phage protein"	""
"fig|1578.144.peg.340"	"peg"	"FIG00752961: hypothetical protein"	"ff"
"fig|1578.144.peg.341"	"peg"	"Proline iminopeptidase (EC 3.4.11.5)"	"idu(1);Proline,_4-hydroxyproline_uptake_and_utilization"
"fig|1578.144.peg.342"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.343"	"peg"	"FIG00742241: hypothetical protein"	"ff"
"fig|1578.144.peg.344"	"peg"	"probable membrane protein yetF"	"ff"
"fig|1578.144.peg.345"	"peg"	"FIG00744008: hypothetical protein"	"ff"
"fig|1578.144.peg.346"	"peg"	"DNA polymerase III epsilon subunit-related protein MSMEG4261"	""
"fig|1578.144.peg.347"	"peg"	"DNA-entry nuclease (Competence-specific nuclease) (EC 3.1.30.-)"	"isu;Gram_Positive_Competence"
"fig|1578.144.peg.348"	"peg"	"Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)"	"icw(2);Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization"
"fig|1578.144.peg.349"	"peg"	"N-Acetyl-D-glucosamine ABC transport system, permease protein 1"	"isu;Chitin_and_N-acetylglucosamine_utilization"
"fig|1578.144.peg.350"	"peg"	"Glycerol-3-phosphate ABC transporter, permease protein UgpE (TC 3.A.1.1.3)"	"isu;Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization"
"fig|1578.144.peg.351"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.352"	"peg"	"Glycerol-3-phosphate ABC transporter, periplasmic glycerol-3-phosphate-binding protein (TC 3.A.1.1.3)"	"icw(2);Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization"
"fig|1578.144.peg.353"	"peg"	"Glycerol-3-phosphate ABC transporter, periplasmic glycerol-3-phosphate-binding protein (TC 3.A.1.1.3)"	"icw(2);Glycerol_and_Glycerol-3-phosphate_Uptake_and_Utilization"
"fig|1578.144.peg.354"	"peg"	"Magnesium and cobalt transport protein CorA"	"isu;Magnesium_transport isu;Campylobacter_Iron_Metabolism"
"fig|1578.144.peg.355"	"peg"	"Beta-lactamase class A"	"isu;Beta-lactamase"
"fig|1578.144.peg.356"	"peg"	"Transcriptional regulator, TetR family"	""
"fig|1578.144.peg.357"	"peg"	"membrane protein, MmpL family"	"ff"
"fig|1578.144.peg.358"	"peg"	"COG0488: ATPase components of ABC transporters with duplicated ATPase domains"	"ff"
"fig|1578.144.peg.359"	"peg"	"FIG00743158: hypothetical protein"	"ff"
"fig|1578.144.peg.360"	"peg"	"Succinate-semialdehyde dehydrogenase [NAD] (EC 1.2.1.24); Succinate-semialdehyde dehydrogenase [NAD(P)+] (EC 1.2.1.16)"	"ff"
"fig|1578.144.peg.361"	"peg"	"Esterase/lipase"	"ff"
"fig|1578.144.peg.362"	"peg"	"Immunoreactive protein Se23.5 (Fragment)"	"ff"
"fig|1578.144.peg.363"	"peg"	"Ribosomal-protein-S5p-alanine acetyltransferase"	"isu;Ribosome_biogenesis_bacterial isu;Ribosomal_protein_S5p_acylation"
"fig|1578.144.peg.364"	"peg"	"Seryl-tRNA synthetase (EC 6.1.1.11)"	"isu;tRNA_aminoacylation,_Ser isu;CBSS-326442.4.peg.1852"
"fig|1578.144.rna.6"	"rna"	"5S RNA"	""
"fig|1578.144.rna.7"	"rna"	"tRNA-Asn-GTT"	""
"fig|1578.144.peg.365"	"peg"	"PTS system, mannose-specific IIB component (EC 2.7.1.69) / PTS system, mannose-specific IIA component (EC 2.7.1.69)"	"idu(9);Mannose_Metabolism idu(5);Mannose_Metabolism idu(9);Sialic_Acid_Metabolism idu(5);Sialic_Acid_Metabolism"
"fig|1578.144.peg.366"	"peg"	"PTS system, mannose-specific IIC component"	"ff"
"fig|1578.144.peg.367"	"peg"	"PTS system, mannose-specific IID component"	"ff"
"fig|1578.144.peg.368"	"peg"	"Putative regulator of the mannose operon, ManO"	"icw(1);Mannose_Metabolism"
"fig|1578.144.peg.369"	"peg"	"D-serine/D-alanine/glycine transporter"	"isu;Pyruvate_Alanine_Serine_Interconversions"
"fig|1578.144.peg.370"	"peg"	"Ribosomal-protein-L7p-serine acetyltransferase"	"isu;Ribosome_biogenesis_bacterial"
"fig|1578.144.peg.371"	"peg"	"UDP-glucose 4-epimerase (EC 5.1.3.2)"	"isu;Rhamnose_containing_glycans isu;CBSS-296591.1.peg.2330 isu;Lactose_and_Galactose_Uptake_and_Utilization isu;N-linked_Glycosylation_in_Bacteria isu;Lacto-N-Biose_I_and_Galacto-N-Biose_Metabolic_Pathway"
"fig|1578.144.peg.372"	"peg"	"Oxygen-insensitive NADPH nitroreductase (EC 1.-.-.-)"	"ff"
"fig|1578.144.rna.8"	"rna"	"tRNA-Thr-CGT"	""
"fig|1578.144.peg.373"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.374"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.375"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.376"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.377"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.378"	"peg"	"putative surface exclusion protein"	""
"fig|1578.144.peg.379"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.380"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.381"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.382"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.383"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.384"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.385"	"peg"	"Replication protein"	""
"fig|1578.144.peg.386"	"peg"	"Replication protein"	"ff"
"fig|1578.144.peg.387"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.388"	"peg"	"integrase"	"ff"
"fig|1578.144.peg.389"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.390"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.391"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.392"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.393"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.394"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.395"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.396"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.397"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.398"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.399"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.400"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.401"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.402"	"peg"	"HigA protein (antitoxin to HigB)"	"isu;Toxin-antitoxin_replicon_stabilization_systems"
"fig|1578.144.peg.403"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.404"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.405"	"peg"	"Bipolar DNA helicase HerA"	"ff"
"fig|1578.144.peg.406"	"peg"	"FIG036446: hypothetical protein"	""
"fig|1578.144.peg.407"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.408"	"peg"	"Transcriptional activator tipA"	""
"fig|1578.144.peg.409"	"peg"	"D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)"	"idu(2);Serine_Biosynthesis"
"fig|1578.144.peg.410"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.411"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.412"	"peg"	"putative glucosamine-fructose-6-phosphate aminotransferase"	""
"fig|1578.144.peg.413"	"peg"	"PTS system, mannose-specific IIB component (EC 2.7.1.69)"	"idu(9);Mannose_Metabolism idu(9);Sialic_Acid_Metabolism"
"fig|1578.144.peg.414"	"peg"	"PTS system, mannose-specific IIC component"	"ff"
"fig|1578.144.peg.415"	"peg"	"PTS system, mannose-specific IID component"	"ff"
"fig|1578.144.peg.416"	"peg"	"Putative glucosamine-fructose-6-phosphate aminotransferase"	""
"fig|1578.144.peg.417"	"peg"	"Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family"	"icw(1);Chitin_and_N-acetylglucosamine_utilization"
"fig|1578.144.peg.418"	"peg"	"Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family"	"icw(1);Chitin_and_N-acetylglucosamine_utilization"
"fig|1578.144.peg.419"	"peg"	"PTS system, mannose-specific IIA component (EC 2.7.1.69)"	"icw(1);Mannose_Metabolism icw(1);Sialic_Acid_Metabolism"
"fig|1578.144.peg.420"	"peg"	"PTS system, mannose-specific IIC component"	"ff"
"fig|1578.144.peg.421"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.422"	"peg"	"Phosphonate ABC transporter phosphate-binding periplasmic component (TC 3.A.1.9.1)"	"idu(2);ABC_transporter_alkylphosphonate_(TC_3.A.1.9.1)"
"fig|1578.144.peg.423"	"peg"	"Lactose phosphotransferase system repressor"	"icw(1);Lactose_and_Galactose_Uptake_and_Utilization"
"fig|1578.144.peg.424"	"peg"	"Galactose-6-phosphate isomerase, LacA subunit (EC 5.3.1.26)"	"isu;Lactose_and_Galactose_Uptake_and_Utilization"
"fig|1578.144.peg.425"	"peg"	"Galactose-6-phosphate isomerase, LacB subunit (EC 5.3.1.26)"	"icw(2);Lactose_and_Galactose_Uptake_and_Utilization"
"fig|1578.144.peg.426"	"peg"	"PTS system, N-acetylgalactosamine-specific IIB component (EC 2.7.1.69)"	"icw(1);N-Acetyl-Galactosamine_and_Galactosamine_Utilization"
"fig|1578.144.peg.427"	"peg"	"PTS system, N-acetylgalactosamine-specific IIC component"	"ff"
"fig|1578.144.peg.428"	"peg"	"PTS system, mannose-specific IID component"	"ff"
"fig|1578.144.peg.429"	"peg"	"PTS system, hyaluronate-oligosaccharide-specific IIA component (EC 2.7.1.69)"	""
"fig|1578.144.peg.430"	"peg"	"hypothetical protein"	""
"fig|1578.144.peg.431"	"peg"	"Predicted transcriptional regulator of N-Acetylglucosamine utilization, GntR family"	"idu(4);Chitin_and_N-acetylglucosamine_utilization"
"fig|1578.144.peg.432"	"peg"	"Galactosamine-6-phosphate isomerase (EC 5.3.1.-)"	"icw(1);N-Acetyl-Galactosamine_and_Galactosamine_Utilization"
